chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,mfcc,rms,zero_crossing_rate,target
0.7368106,1314.0182731560753,2713.168442444697,2771.8017578125,-6.011395,0.050998632,0.008750632957175927,ok
0.5458439,880.7677802456021,1473.914031075878,1496.3176751592357,3.5316947,0.17862196,0.034972755772292995,ok
0.6032345,1963.6780617703375,1714.3961484686424,3687.0521496815286,0.08393943,0.056089856,0.14742361664012738,ok
0.6223896,2731.9470447502167,2866.2009584222465,6312.276138341067,-1.4228764,0.042541575,0.06647535709106729,ok
0.18624115,1629.6042183267596,1214.7770333804801,2716.2740071614585,-34.159397,0.003740634,0.05937929506655092,ok
0.60263366,1334.7107156518457,2358.1418151881426,2440.180460611979,-5.582887,0.088180505,0.026484736689814815,ok
0.60263366,1334.7107156518457,2358.1418151881426,2440.180460611979,-5.582887,0.088180505,0.026484736689814815,ok
0.49939573,2568.782641442002,2588.8735849391896,3986.2905126160094,-4.436256,0.040799737,0.09407401029582367,ok
0.57728463,3802.07472200892,1976.6119728545102,6091.100411821705,-7.437724,0.15418914,0.36252422480620156,ok
0.4291985,2528.59388272945,1917.907675948158,4564.465565286624,1.8277833,0.14501537,0.1990850169187898,ok
0.3954677,2014.141093331266,2200.870994029948,3740.182488036543,-3.496858,0.049316004,0.0713649670098608,ok
0.7735156,458.4681671262131,997.4680588422425,803.8896732462471,7.8646045,0.44084373,0.006560785941108545,ok
0.4283866,1129.9785610751082,1762.4595702882134,2251.9364316239316,5.345144,0.15241121,0.038905999599358976,ok
0.48469788,2429.1273267852503,3054.9261589053704,4936.088053385417,-9.574059,0.0141773885,0.05523229528356482,ok
0.17922872,1294.06754632482,950.1747786880894,2176.598103841146,-36.699142,0.0022864074,0.04780861183449074,ok
0.6288038,1423.0192761914802,2224.8784205512334,2530.0264646171695,-8.798003,0.020503378,0.02621311267401392,ok
0.5893228,1397.4327122582492,2295.984104170469,2609.264655234919,-1.1253644,0.046852376,0.02648274361948956,ok
0.3157089,1572.188537148479,1531.5602874640797,3400.772758152174,3.6283581,0.18729866,0.056357563405797104,ok
0.53919774,2252.7409867023594,1933.4693680019298,4395.833333333333,-18.74291,0.03906726,0.21225260416666666,ok
0.7735156,458.4681671262131,997.4680588422425,803.8896732462471,7.8646045,0.44084373,0.006560785941108545,ok
0.29419345,880.2148220728418,610.7416369403124,1516.0228587962963,-19.856056,0.05197802,0.1416558159722222,not_ok
0.34533197,3103.098327510217,3278.3148128157436,6298.736699717228,-13.791943,0.05971353,0.06212387616009281,not_ok
0.443268,1623.6116298204508,916.6147264154324,2683.3451704545455,-14.217775,0.11990083,0.31985529119318185,not_ok
0.27091792,3608.4943245027425,2896.853441189377,6187.273645954177,-11.764128,0.19012721,0.1083871084686775,not_ok
0.27864948,2902.543864073745,3007.981146993148,5564.359547201276,-7.881083,0.08489969,0.0731549539588167,not_ok
0.4628126,2700.454645880409,2883.268646689538,5033.024013014791,-5.8629084,0.06495206,0.06199472520301624,not_ok
0.34785637,1429.904749803185,1046.014230292764,2711.0808486238534,-17.199518,0.011586236,0.2641691155389908,not_ok
0.3870517,1559.6429414533475,978.2244985192243,2761.8262614678897,-19.601845,0.05697973,0.2793013546444954,not_ok
0.3501092,1782.2516790514132,975.1518081955302,2971.8394886363635,-11.438117,0.10778819,0.32208362926136364,not_ok
0.4280597,1744.5067068940846,964.1258199795104,2789.169034090909,-9.078713,0.1393591,0.3762073863636364,not_ok
0.31670696,2200.080193047902,890.860834858511,3100.967261904762,-12.956371,0.17608915,0.5007533482142857,not_ok
0.23873353,2435.598310407917,3001.8101035921727,4126.59912109375,-7.6671243,0.05208419,0.06666282371238426,not_ok
0.20575039,2576.8293537093823,2597.8252253635246,4686.194555720707,-15.837047,0.17160916,0.06118923107598608,not_ok
0.3258745,1240.8846087204963,921.7313689868594,2388.9612268518517,-19.873274,0.024682678,0.2066017433449074,not_ok
0.4117275,1679.1271242971345,2154.9980429232064,3239.6229471795245,-5.280302,0.12545632,0.04174068300464037,not_ok
0.27091792,3608.4943245027425,2896.853441189377,6187.273645954177,-11.764128,0.19012721,0.1083871084686775,not_ok
0.5166755,3594.7672033283875,3785.955336024728,7620.405737927784,-9.814867,0.057736583,0.07215460049303944,not_ok
0.30360058,1315.7645183170537,792.9734441453508,2289.6521226415093,-20.80634,0.06670345,0.22526809404481132,not_ok
0.27249867,2763.7414577656887,3157.360455976548,5696.606388667344,-8.257256,0.06288431,0.05876821708236659,not_ok
0.26854408,1533.418553557702,957.959676840577,2688.9914772727275,-8.573104,0.15582764,0.2364834872159091,not_ok
0.3109435,1548.7975488477641,935.7666165014735,2664.275568181818,-19.86975,0.034385752,0.29293767755681815,not_ok
0.27852196,3516.4528497630913,3170.6077218075097,6699.174340197216,-11.558029,0.078793004,0.09426886963457076,not_ok
0.3060962,3646.637759402809,3026.8044804212163,6745.9299247955605,-12.992012,0.14095496,0.1088216906396028,not_ok
0.3167649,3561.2064800622798,2820.4669798261025,6339.404976616879,-11.006498,0.053592738,0.10708313696345707,not_ok
0.2667097,1632.8468671519977,922.2884816440726,2802.8764204545455,-10.659318,0.11938589,0.30932173295454546,not_ok
0.29809427,1290.0198462665455,785.8417919008398,2212.8169221698113,-20.541395,0.043884773,0.2299251916273585,not_ok
0.2070928,2443.7213531912134,2737.3562947762152,4571.833762325986,-16.37657,0.14610654,0.04599360136310905,not_ok
0.38102573,1482.6818869313604,969.3623997011913,2728.728693181818,-14.085945,0.105666324,0.2604048295454545,not_ok
0.22930466,1070.3203326878217,593.6927890112196,1473.695527522936,-14.697332,0.2234795,0.21727171731651376,not_ok
0.34808004,2607.6542439489604,2618.2193787902625,5291.522372571056,-12.787763,0.080884635,0.07158814892691415,not_ok
0.32018736,3768.6268366356717,3388.9483531810592,7281.620006162993,-14.659241,0.08184742,0.0924709523636891,not_ok
0.19705625,1632.6171728704658,909.7275613928313,2714.551693925234,-17.954212,0.10792328,0.320394640771028,not_ok
0.34396937,2052.7242549838134,2487.495217806605,3644.65700224768,-7.4139104,0.15230139,0.0413113127175174,not_ok
0.32804844,3725.238412159679,3128.7724585846418,6634.674652878481,-14.528348,0.14124672,0.09558417017111369,not_ok
0.4309831,1131.0047367893278,748.1314205508103,1870.2336582568807,-14.698439,0.105966054,0.1962890625,not_ok
0.27514204,3733.2273689950407,3021.259338615678,6758.078392365139,-10.926984,0.07098064,0.10514700551044083,not_ok
0.28346378,2568.101828594946,3034.1995830822693,4985.111387035963,-6.8519998,0.16971703,0.04859474695475638,not_ok
0.23743717,2926.363026682662,2597.814511817336,4937.498527225928,-18.429226,0.1414211,0.08342585375580046,not_ok
0.27137813,2935.539100622551,2704.277905459489,5299.865864269142,-16.72525,0.1620744,0.08020727595707657,not_ok
0.36780763,2530.0381292166803,3198.4854166169357,5623.263599369199,-8.972603,0.050929192,0.04555856656032482,not_ok
0.33161762,1741.473662240065,877.1765079899438,2776.8973214285716,-13.697405,0.12696439,0.36576450892857143,not_ok
0.34808004,2607.6542439489604,2618.2193787902625,5291.522372571056,-12.787763,0.080884635,0.07158814892691415,not_ok
0.54422027,3540.149141334402,3636.309165233301,7567.04735988254,-12.458356,0.032812983,0.08724147150522042,not_ok
0.18931592,2284.5768420219133,1850.8741086451616,4109.6018473307295,-19.877184,0.046978235,0.06398631908275464,not_ok
0.23434635,2735.8974378956623,3121.2338861338144,5361.567734012471,-4.5289893,0.12768628,0.055105541255800465,not_ok
0.23434635,2735.8974378956623,3121.2338861338144,5361.567734012471,-4.5289893,0.12768628,0.055105541255800465,not_ok
0.35506737,1620.8540856784775,1015.7217986196478,2830.5042613636365,-17.536379,0.040911414,0.3258922230113636,not_ok
0.23786722,1302.4402385745539,846.9880260461672,2191.122159090909,-16.445917,0.079705775,0.21720969460227274,not_ok
0.33062273,3678.9823044894015,3660.410996757559,7720.577599332946,-10.719605,0.097117625,0.08077712623259861,not_ok
0.34756756,2512.168260531505,3120.57312940583,5176.641845703125,-9.690954,0.11647314,0.05287339952256945,not_ok
0.19346398,1497.8667071747423,1853.3204960742153,3026.6390842517403,-19.042318,0.059695862,0.029113344692575406,not_ok
0.31826857,2947.3076526100517,3243.9583957011614,5846.239667923433,-18.092083,0.09777115,0.06643343967517401,not_ok
0.32685772,3102.796743966487,3148.4868894799674,5961.79952599333,-19.192,0.08839236,0.07845580771461717,not_ok
0.29219124,1374.835758457815,842.4417093805578,2255.362215909091,-16.172152,0.07053125,0.27918590198863635,not_ok
0.25011224,2015.711001788636,2261.754334873422,3999.7300291835845,-19.380283,0.04703877,0.043530669953596286,not_ok
0.2660895,3360.9375944569515,2632.0080695599186,5881.662036869199,-20.907059,0.138978,0.10776174593967518,not_ok
0.36780763,2530.0381292166803,3198.4854166169357,5623.263599369199,-8.972603,0.050929192,0.04555856656032482,not_ok
0.30022448,2623.7740136962966,3102.0380899399775,5238.5137217227375,-6.5728197,0.1684968,0.050166083599187936,not_ok
0.36780763,2530.0381292166803,3198.4854166169357,5623.263599369199,-8.972603,0.050929192,0.04555856656032482,not_ok
0.28185284,3231.6667993423516,3133.5415062598518,6274.205834904293,-10.600515,0.057055335,0.07810460774361949,not_ok
0.50477296,1222.8703001066779,914.9064234355599,2235.9596108490564,-25.239464,0.008414665,0.21482993071933962,not_ok
0.45252594,1093.6024136752203,804.4676805962166,1958.7155963302753,-13.6149235,0.0980937,0.20636378297018348,not_ok
0.29935846,2607.9134795688465,2984.023485613315,4499.043782552083,-7.487818,0.06875609,0.07252106843171297,not_ok
0.2727033,1135.110196841532,765.0356430263387,1923.3579282407406,-17.428205,0.09764137,0.1847873263888889,not_ok
0.3029727,1288.9732813185317,828.5053807144272,2200.0294811320755,-20.303028,0.054038182,0.23464217275943397,not_ok
0.15268427,997.4021517630882,864.7271224308906,1903.125,-15.211786,0.120371856,0.11480823863636364,not_ok
0.33062273,3678.9823044894015,3660.410996757559,7720.577599332946,-10.719605,0.097117625,0.08077712623259861,not_ok
0.24589233,1866.71561210221,2789.9301475630236,3396.450614486659,-10.048202,0.06965271,0.03190708381670534,not_ok
0.36422712,3055.2853374257274,2779.6547663252977,6071.663826856148,-11.507128,0.054166596,0.0961755456061485,not_ok
0.31040016,2682.4711617264597,2622.5801932575596,5332.740220780162,-16.446863,0.06426176,0.07446798868909513,not_ok
0.19346398,1497.8667071747423,1853.3204960742153,3026.6390842517403,-19.042318,0.059695862,0.029113344692575406,not_ok
0.281258,1827.5042541956439,978.7974477719905,3092.9332386363635,-7.9375043,0.21638612,0.34689719460227275,not_ok
0.3184116,3255.5847770525,2805.115230288882,6117.178323484629,-21.070137,0.07872314,0.09936126921403712,not_ok
0.27864948,2902.543864073745,3007.981146993148,5564.359547201276,-7.881083,0.08489969,0.0731549539588167,not_ok
0.32018736,3768.6268366356717,3388.9483531810592,7281.620006162993,-14.659241,0.08184742,0.0924709523636891,not_ok
0.3167649,3561.2064800622798,2820.4669798261025,6339.404976616879,-11.006498,0.053592738,0.10708313696345707,not_ok
0.42339694,1304.0288814303813,757.6491356517882,2148.2583142201834,-15.825656,0.12546188,0.2801928038990826,not_ok
0.27852196,3516.4528497630913,3170.6077218075097,6699.174340197216,-11.558029,0.078793004,0.09426886963457076,not_ok
0.35825127,4079.600710433632,3231.527786282109,7273.4375,-22.368887,0.054751616,0.16050211588541666,not_ok
0.2733541,1077.3826745649633,743.817971881665,1888.1880733944954,-18.68723,0.07140537,0.19253064076834864,not_ok
0.27271116,2726.033597986554,2527.532190459119,5075.041237674014,-18.842237,0.10637245,0.08280502283932714,not_ok
0.26235515,3877.1108250706898,3609.8289052829446,7981.174322070766,-14.139267,0.077444606,0.08808435143561485,not_ok
0.410805,3918.0417397962506,3627.9249515766082,8340.294192285382,-12.383382,0.054605696,0.11049204248839907,not_ok
0.36422712,3055.2853374257274,2779.6547663252977,6071.663826856148,-11.507128,0.054166596,0.0961755456061485,not_ok
0.24070834,1106.6410115981869,586.482969294621,1550.7075471698113,-19.94189,0.116572045,0.22824845224056603,not_ok
0.43629256,1503.0662758403132,971.3326967353119,2760.759943181818,-16.773352,0.055342484,0.2700861150568182,not_ok
0.31685957,1251.6367894308105,954.677075730159,2404.7448394495414,-13.718784,0.10986013,0.18255447247706422,not_ok
0.3162185,1783.0784421782146,850.4231459151475,2730.3929004854367,-10.645761,0.22614802,0.3601951228762136,not_ok
0.2744475,1196.2050873329551,737.622765579086,1965.892650462963,-19.35417,0.071242824,0.21057581018518517,not_ok
0.27249867,2763.7414577656887,3157.360455976548,5696.606388667344,-8.257256,0.06288431,0.05876821708236659,not_ok
0.36470124,5981.9611401705515,4387.191520824175,11208.107168104698,-29.679325,0.0349276,0.18337623259860789,not_ok
0.34533197,3103.098327510217,3278.3148128157436,6298.736699717228,-13.791943,0.05971353,0.06212387616009281,not_ok
0.5166755,3594.7672033283875,3785.955336024728,7620.405737927784,-9.814867,0.057736583,0.07215460049303944,not_ok
0.21411657,2715.8864145569173,2532.962356282124,4932.6523074971,-19.262564,0.122747794,0.0679583272911833,not_ok
0.2798108,2316.320408912552,2498.250344743412,4631.337346831497,-14.960053,0.08044272,0.052950759498259864,not_ok
0.37524182,3773.0887604092063,3814.7636891081493,8118.816954575116,-16.749554,0.04488404,0.07362057714617169,not_ok
0.31040016,2682.4711617264597,2622.5801932575596,5332.740220780162,-16.446863,0.06426176,0.07446798868909513,not_ok
0.28185284,3231.6667993423516,3133.5415062598518,6274.205834904293,-10.600515,0.057055335,0.07810460774361949,not_ok
0.23873353,2435.598310407917,3001.8101035921727,4126.59912109375,-7.6671243,0.05208419,0.06666282371238426,not_ok
0.42299724,1690.540738300529,969.3687832767172,2851.7416857798166,-22.764103,0.015824748,0.36040083858944955,not_ok
0.3495773,1505.3190520105427,817.7743043103644,2413.7758027522937,-12.404083,0.2521224,0.3044142416857798,not_ok
0.47678295,4353.150729999699,3776.9173811800392,8643.008061738688,-10.072278,0.045858044,0.1301785002175174,not_ok
0.17582276,2117.9939063044267,1589.0188043566968,3706.8085212441997,-24.562752,0.022011759,0.06753688732598608,not_ok
